id,booth_id,title,price,quantity,price_negotiable,bonanza_id,image_id,will_local_pickup,committed,category_id,item_status_id,is_new,freebie,created_at,hide_where_possible,url_identifier,description_brief,booth_display_order,view_counter,delta,custom_category_id,updated_at,discounted_price,search_title,sku
147812841,16674,Westmoreland Style Cobalt Glass Santa Sleigh Covered Candy Dish ,19.95,1,FALSE,454680548,1122175069,TRUE,TRUE,78047,6,,FALSE,2/20/14 16:40,,,"Adopt from Fathertime: This is a Reproduction Vintage Westmoreland Style Glass Cobalt Blue Santa on Sleigh Covered Candy Dish is about 5.5 inches long, Up to 3.75 inches wide and about 4.5 inches tall, Ca. 1970

Comment, Reproductions of this S...",,0,,85172,2/27/19 12:40,,Westmoreland Style Cobalt Glass Santa Sleigh Covered Candy Dish ,
172603345,63191,Hot Wheels - Wheel Loader: HW City 2013 - HW City Works #44/250 (2013) *Orange*,4.99,1,FALSE,239217513,1971583425,TRUE,TRUE,180506,6,,FALSE,5/24/14 8:45,,,"Product Title: WHEEL LOADER

Manufacturer: Hot Wheels

Series: HW City 2013 - HW City Works

Year Released: 2013

Condition: Brand new with the following flaws: Very light shelf wear along bottom corners

Description: Black Orange, w/Yellow Ora...",,0,,,2/8/19 6:57,,Hot Wheels - Wheel Loader: HW City 2013 - HW City Works #44/250 (2013) *Orange*,
194594185,63191,Hot Wheels - Speed Dozer: HW City 2013 - HW City Works #43/250 (2013) *Yellow*,5.49,1,FALSE,246129121,1586472957,TRUE,TRUE,180506,6,,FALSE,8/2/14 7:27,,,"Product Title: SPEED DOZER

Manufacturer: Hot Wheels

Series: HW City 2013 - HW City Works

Year Released: 2013

Condition: Brand new with the following flaws: Very slight shelf wear bottom right hand corner of card

Description: Yellow, w/Blac...",,0,,,2/8/19 6:57,,Hot Wheels - Speed Dozer: HW City 2013 - HW City Works #43/250 (2013) *Yellow*,
207985078,195990,HouzeArt See Thru Football Glass Philadelphia Eagles,10,1,FALSE,264236893,1717688361,TRUE,TRUE,1443,6,,FALSE,9/16/14 9:23,,,"HouzeArt See Thru Football Glass

Philadelphia Eagles

Glass is 3 3/8""

Colors are Okay

Gloss is Gone; Glass was likely Dishwashed

Gold on Rim - Gone

There are a couple of scratches

Sold As-Is",,0,,,1/28/19 19:04,,HouzeArt See Thru Football Glass Philadelphia Eagles,
209894632,46571,Brother J-A-28 Zig Zag Tension Assembly w/Thread Guard & Mounting Screw,10,1,TRUE,359080280,1734355826,TRUE,TRUE,41248,6,,FALSE,9/25/14 19:28,,,"Brother J-A-28 zig zag parts. Thread tension assembly with thread guard. Tension tested and works chrome dial with good thread take up spring. Barrel measures 5/8"" diameter and length. . Price includes shipping to lower 48. Should work on many ...",,0,,508419,2/4/19 9:07,,Brother J-A-28 Zig Zag Tension Assembly w/Thread Guard & Mounting Screw,
213442410,63191,Hot Wheels - Street Cleaver: HW City 2013 - HW City Works #49/250 (2013) *Rare* ,5.49,1,FALSE,307383027,2032735435,TRUE,TRUE,180506,6,,FALSE,10/15/14 19:30,,,"Product Title: STREET CLEAVER

Manufacturer: Hot Wheels

Series: HW City 2013 - HW City Works

Year Released: 2013

Condition: Brand new with the following flaws: Slight shelf wear along bottom of card

Description: Yellow, w/Red, Yellow, Black...",,0,,,2/8/19 6:57,,Hot Wheels - Street Cleaver: HW City 2013 - HW City Works #49/250 (2013) *Rare* ,
222485852,63191,Hot Wheels - Wheel Loader: HW City 2014 -  HW City Works #8/250 (2014) *Yellow*,5.49,1,FALSE,350784679,2015573523,TRUE,TRUE,180506,6,,FALSE,12/5/14 21:15,,,"Product Title: WHEEL LOADER

Manufacturer: Hot Wheels

Series: HW City 2014 - HW City Works

Year Released: 2014

Condition: Brand new with the following flaws: Very slight shelf wear to bottom Right hand corner of card

Description: Yellow, w/...",,0,,,2/8/19 6:57,,Hot Wheels - Wheel Loader: HW City 2014 -  HW City Works #8/250 (2014) *Yellow*,
225586192,36014,CRISCO's Favorite Family Foods Cookbook - 1973 HC,10.99,1,TRUE,214748364,1885217319,TRUE,TRUE,11104,6,,FALSE,12/23/14 10:07,,,"CRISCO's

Favorite Family Foods

Copyright 1973

The Procter Gamble Company

7-3/4"" by 10-1/4"" with

CONTENTS INCLUDES:

Family Menus

Baking Favorites

Casseroles Skillet Dishes

Budget Stretchers

Make Ahead / Bake Ahead

Junior Cookery

Holi...",,0,,,2/25/19 12:14,,CRISCO's Favorite Family Foods Cookbook - 1973 HC,
236366676,1319093,McCall's 6484 Baby's Accessories with blue Transfer for Embroidery,7.99,1,TRUE,167106708,1975927904,TRUE,TRUE,28174,6,,FALSE,2/13/15 11:11,,,"This is an uncut and factory folded sewing pattern.

Copyright date is 1979.

The envelope does show wear and tear consistent with the age of the pattern.

You will receive the pattern shown in the photo.

It is stored in protective sleeve.

If...",,0,,,2/13/19 7:40,,McCall's 6484 Baby's Accessories with blue Transfer for Embroidery,10
238752142,63191,Hot Wheels - Tow Jam: 1998 First Editions #25/40 - Collector #658 (1998) *Red*,5.99,1,FALSE,398859116,1992762586,TRUE,TRUE,180506,6,,FALSE,2/21/15 13:05,,,"Product Title: TOW JAM

Manufacturer: Hot Wheels

Series: 1998 First Editions

Year Released: 1998

Condition: Brand new with the following flaws: Slight shelf wear along bottom corners edges

Description: Red, w/Small Hot Wheels Logo on roof, ...",,0,,,2/8/19 6:57,,Hot Wheels - Tow Jam: 1998 First Editions #25/40 - Collector #658 (1998) *Red*,
251674157,1319093,Butterick 399 or 3659  Cabbage Patch Kids Dresses w/ Iron on Transfer,7.49,1,TRUE,387874195,2100776475,TRUE,TRUE,28174,6,,FALSE,4/22/15 9:41,,,"This is a used sewing pattern.

All pieces and instructions are included

Copyright is 1986.

The envelope does wear and tear consistent with the age of the pattern.

You will receive one of the patterns shown in the photos.

It is stored in ar...",,0,,,2/17/19 18:31,,Butterick 399 or 3659  Cabbage Patch Kids Dresses w/ Iron on Transfer,37-321
252212209,63191,Hot Wheels - '68 Hemi Barracuda: Muscle Mania  Mopar '12 #7/10 - #87/247  *Blue*,5.49,1,FALSE,372028726,2104888323,TRUE,TRUE,180506,6,,FALSE,4/24/15 19:42,,,"Product Title: '68 HEMI BARRACUDA

Manufacturer: Hot Wheels

Series: Muscle Mania - Mopar '12

Year Released: 2012

Condition: Brand new with the following flaws: Light shelf wear to bottom corners edge of card - slight bend to right side cente...",,0,,,2/25/19 10:00,,Hot Wheels - '68 Hemi Barracuda: Muscle Mania  Mopar '12 #7/10 - #87/247  *Blue*,
267801378,2410614,Ovula shell Necklace tribal huge cowrie Shells Papua Fashion Home Decor Interior,266,1,TRUE,368508911,2240357881,TRUE,TRUE,4172,6,,FALSE,7/4/15 21:26,,,"Ovula shell necklaceBohemian extravagance at its best,

This work of wearable art is hand made by talented artists, each shell is hand woven on an organic fiber crochet base

adjustable neck size fits all

Wear it for an ALL EYES ON YOU EFFECT ...",,0,,,2/25/19 4:18,,Ovula shell Necklace tribal huge cowrie Shells Papua Fashion Home Decor Interior,
270145243,755933,Vintage Button Lot Collection Tan Brown Plastic Bakelite Wooden Art Deco,13.86,1,TRUE,193937097,2262461448,TRUE,TRUE,41198,6,,,7/14/15 17:07,,,"Cool collection of tan brown buttons from a large collection.
I'm not a collector but they are estimated from the 1930's to 1970's in age.
Possible Bakelite.
One wooden toggle button that is really cool. Some pretty flower buttons and even one ...",,0,,,2/21/19 23:28,,Vintage Button Lot Collection Tan Brown Plastic Bakelite Wooden Art Deco,
272141999,195990,"Harley-Davidson Black T-Shirt Large Bar Harbor, Maine",20,1,TRUE,323228496,2432656296,TRUE,TRUE,15687,6,,FALSE,7/23/15 10:44,,,"Harley-Davidson Black T-Shirt

Bar Harbor, Maine

Size: Large

Condition: Excellent; No Holes, Rips, or Stains

Material: 100% Cotton

Color: Black

Tag Missing; Size based on Measurements

Neckline to Hemline: 24""

Armpit to Armpit: 21""

Brand...",,0,,,2/17/19 11:47,,"Harley-Davidson Black T-Shirt Large Bar Harbor, Maine",
279233239,1319093,"Vogue 1839 Misses' Jacket & Skirt-American Designer,Oscar de la Renta Size 14-18",14.99,1,TRUE,246129121,2347754620,TRUE,TRUE,28174,6,,FALSE,8/27/15 10:19,,,"This is a uncut and factory folded sewing pattern.

The envelope does show shelf wear consistent

with the age of the pattern.

Copyright is 1996

You will receive the item shown in the photos.

Pattern is stored in archival envelope.

If you h...",,0,,,2/8/19 4:48,,"Vogue 1839 Misses' Jacket & Skirt-American Designer,Oscar de la Renta Size 14-18",89
292145068,426071,Handmade Necklace Navy Blue Jade & Gold Gemstone Beads with Metal Filigree Focal,24.95,1,FALSE,443338977,2502159940,TRUE,TRUE,110655,6,,FALSE,10/24/15 15:22,,,"Handmade Necklace

""Golden Blue Sunset""

One of a kind

20"" Long

Made by me in the USA

.......Navy blue faceted jade gemstones with sparkly golden copper running thru the beads.

.......Copper spacer beads

.......2 gold amber glass beads on ...",,0,,,1/31/19 19:15,,Handmade Necklace Navy Blue Jade & Gold Gemstone Beads with Metal Filigree Focal,
292829531,2580761,"McCall's 4555 Misses Dresses Size 6,8, 10 uncut",2,1,TRUE,408685462,2477382597,TRUE,TRUE,28174,6,,FALSE,10/27/15 21:30,,,"Front buttoned Dress notched collar, short or long sleeves, shoulder pads and with or without patch pockets

Dress A,B,C has full skirt with side seam pockets, Dress D or E has Straight Skirt.

Thank you for looking and Happy Shopping!!!!! If y...",,0,,,2/20/19 18:48,,"McCall's 4555 Misses Dresses Size 6,8, 10 uncut",
299420731,2580761,"Vogue V8262 Misses Jacket, Skirt, Pants 6, 8, 10, 12 UNCUT",3,1,TRUE,239217513,2538477886,TRUE,TRUE,28174,6,,FALSE,11/25/15 19:49,,,"Misses / Misses Petite Jacket, Skirt and Pants. Fitted unlined jacket front and back tucks and turned up cuff on sleeves. A-line, semi-fitted skirt below mid-knee length has darted front and back, back zipper. Semi-fitted straight legged pants ...",,0,,,2/19/19 21:45,,"Vogue V8262 Misses Jacket, Skirt, Pants 6, 8, 10, 12 UNCUT",
299605071,2580761,Vogue 7136 Misses Jumpsuit Size 8 UNCUT Very Easy,3,1,TRUE,314047578,2539999744,TRUE,TRUE,28174,6,,FALSE,11/26/15 16:29,,,"1988 Women's Jumpsuit Sewing Pattern. Straight-legged jumpsuit has shoulder pads, loose-fitting, blouson (back) bodice, elastic (seamed) waist, side pockets, front zipper and above elbow sleeves with stitched hems of long sleeves. Purchased bel...",,0,,,2/21/19 13:13,,Vogue 7136 Misses Jumpsuit Size 8 UNCUT Very Easy,
302199234,2580761,"McCalls 3730 Misses Robe, Tunic, Top, Pants and Shorts Size XS, S, M  UNCUT",2,1,TRUE,364851030,2564204452,TRUE,TRUE,28174,6,,FALSE,12/7/15 20:21,,,"This makes up into a collection of misses robe with tie belt, tunic, top, pajama pants and shorts. Very loose fitting robe has shawl collar and sleeve facing turned back to form cuffs; very loose fitting tunic with long or short sleeves or top ...",,0,,,2/21/19 16:05,,"McCalls 3730 Misses Robe, Tunic, Top, Pants and Shorts Size XS, S, M  UNCUT",
306955447,63191,Hot Wheels - Express Lane: 1998 First Editions #37/40 - Collector #678 *Red*,5.99,1,FALSE,375420519,2607970465,TRUE,TRUE,180533,6,,FALSE,12/25/15 21:17,,,"Product Title: EXPRESS LANE

Manufacturer: Hot Wheels

Series: 1998 First Editions

Year Released: 1998

Condition: Brand new with the following flaws: Slight shelf wear to bottom left corner of card.

Description: Red, w/Black interior, White ...",,0,,,2/8/19 6:57,,Hot Wheels - Express Lane: 1998 First Editions #37/40 - Collector #678 *Red*,
310754039,905563,The Workbasket Magazine Set of 2 1944 & 1949,3.99,1,FALSE,64645699,2631266125,TRUE,TRUE,150135,6,,FALSE,1/4/16 15:07,,,"July 1949 has ideas for bazaars and gifts. 32 pages long. Patterns for crochet centerpiece doily, washcloth turtle, gay dish cloth, butterfly chair set, tatted doily and more

April 1949

31 pages long. Some of the patterns are – kittens in the...",,0,,,2/21/19 11:55,,The Workbasket Magazine Set of 2 1944 & 1949,
320386517,81334,Collector Souvenir Spoon Great Britain UK England Birmingham Coat of Arms,14.99,1,FALSE,167106708,2736501328,TRUE,TRUE,13836,6,,FALSE,2/7/16 6:26,,,"Collector Souvenir Spoon Great Britain UK England Birmingham Coat of Arms

Type: Collector Souvenir Spoon

Theme: Travel Memorabilia

Region: Great Britain UK United Kingdom

Country: England

City: Birmingham

Location: West Midlands

Cloisonn...",,0,,,1/30/19 16:11,,Collector Souvenir Spoon Great Britain UK England Birmingham Coat of Arms,433
327787894,2791183,Cat on Nest Salt Dip Cobalt Blue and White Slag Glass Kitty Kitten,15.88,1,TRUE,288283075,2807287053,TRUE,TRUE,1338,6,,,3/4/16 17:30,,,"COBALT BLUE AND WHITE SLAG GLASS CAT ON NEST SALT DIP

This adorable Cobalt Blue and White Slag Glass Mini Cat/Kitten on a nest salt dip measures 2 3/4"" wide and stands 2 1/2"" tall.

It is made by Mosser and carries the ""M"" in the center of the...",,0,,,2/27/19 12:40,,Cat on Nest Salt Dip Cobalt Blue and White Slag Glass Kitty Kitten,
340851158,2602347,2.50 Ct Round Cut Diamond 14K Black Gold Finish Engagement Wedding Trio Ring Set,899.99,1,TRUE,662330919,2929377749,TRUE,TRUE,92909,6,,FALSE,4/12/16 10:23,,,"2.50 Ct Round Cut Diamond 14K Black Gold Finish Engagement Wedding Trio Ring Set

Kindly Mention The His and Hers Ring Size By Mail In Bonanza

Hers Ring Sizes - 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5,

His Ring Si...",,0,,,2/10/19 6:18,,2.50 Ct Round Cut Diamond 14K Black Gold Finish Engagement Wedding Trio Ring Set,
373203836,1319093,McCall's 9274 Misses' Pull Over Dress & Slip Size D (12-14-16),8.99,1,TRUE,279394063,3264376718,TRUE,TRUE,28174,6,,FALSE,7/15/16 11:26,,,"This is an uncut and factory folded sewing pattern.

Copyright date is 1998

The envelope does show some normal shelf wear and tear consistent

with the age of the pattern.

You will receive the pattern shown in the photo.

It is stored in prot...",,0,,,2/9/19 5:36,,McCall's 9274 Misses' Pull Over Dress & Slip Size D (12-14-16),220
375675356,232074,"Sewing Pattern 9144 MED Vintage Baby Doll Pattern 15""-16""",6.99,1,FALSE,102461009,3292534743,TRUE,TRUE,28174,6,,FALSE,7/22/16 10:09,,,"Pattern is to make clothes for a 15-16"" baby doll. Uncut, factory folded.

Tracking in USA is included in shipping.",,0,,576377,2/21/19 20:34,,"Sewing Pattern 9144 MED Vintage Baby Doll Pattern 15""-16""",
381763718,1655935,"Gorgeous Fluer Blue & White Bronze Ormolu Hex Jar Vase,22''H.",480.15,1,TRUE,303863212,3367349205,TRUE,TRUE,101415,6,,,8/9/16 11:32,,,"GORGEOUS BRONZE ORMOLU BLUE AND WHITE PORCELAIN HEX JAR/VASE. BRAND NEW. IT MEASURES,11'' X 22''H. NICE GIFT IDEA. THANKS FOR YOUR INTEREST!",,0,,,2/23/19 10:05,,"Gorgeous Fluer Blue & White Bronze Ormolu Hex Jar Vase,22''H.",
385855665,1319093,Simplicity 1728 Misses' Costume Designed by Andrea Schewe,8.49,1,TRUE,258582797,3420886854,TRUE,TRUE,28174,6,,FALSE,8/23/16 12:23,,,"This is a unused and factory folded sewing pattern.

The envelope does show signs of shelf

wear and tear consistent with the age of the pattern.

Copyright is 2012

Pattern is stored in archival sleeve

You will receive the item shown in the p...",,0,,,2/17/19 4:13,,Simplicity 1728 Misses' Costume Designed by Andrea Schewe,239
407076197,91817,Uncut 1970s Yo Yo Doll Owl Dog Clown Caterpillar Toy Rag Simplicity 8225 Pattern,6.99,1,FALSE,264236893,3678706493,TRUE,TRUE,28174,6,,FALSE,10/30/16 3:25,,,"A Simplicity 8225…a Toy Package Sewing Pattern in One Size.

The pattern is uncut and in original folds. The instructions are there. The envelope is in excellent vintage condition with wear, tanning, tears, and small hole. The envelope flap is ...",,0,,198418,1/27/19 21:42,,Uncut 1970s Yo Yo Doll Owl Dog Clown Caterpillar Toy Rag Simplicity 8225 Pattern,
436943412,19045,VINTAGE 1920'S POUDRE AZUREA L.T. PIVER PARIS ART NOUVEAU POWDER BOX,12,1,FALSE,167106708,3994554742,TRUE,TRUE,156531,6,,FALSE,2/3/17 14:11,,,VINTAGE 1920'S POUDRE AZUREA L.T. PIVER PARIS ART NOUVEAU POWDER BOX Beautifully detailed powder box from Paris by Louis-Toussaint Piver. On the top and sides are blue iris with green foliage and gold trimmings. It resembles the shape of a bell...,,0,,,1/29/19 15:44,,Vintage 1920'S Poudre Azurea L.T. Piver Paris Art Nouveau Powder Box,
438182925,1655935,"Gorgeous Fleur Blue & White Bronze Ormolu Hex Jar Vase,22''H.",480.15,1,TRUE,204922018,4006424400,TRUE,TRUE,101415,6,,,2/8/17 8:24,,,"GORGEOUS BRONZE ORMOLU BLUE AND WHITE PORCELAIN HEX JAR/VASE. BRAND NEW. IT MEASURES,11'' X 22''H. NICE GIFT IDEA. THANKS FOR YOUR INTEREST!",,0,,,2/23/19 10:05,,"Gorgeous Fleur Blue & White Bronze Ormolu Hex Jar Vase,22''H.",
445845679,1319093,Knits for Barbie doll 75 Fashions to knit by Nicky Epstein,9.99,1,TRUE,246129121,4083119557,TRUE,TRUE,171243,6,,FALSE,3/3/17 12:56,,,"You will receive book shown in photos

Hardback with jacket in gently used shape

Stored in protective archival sleeve

Copyright is 2001

If you have any questions please contact me",,0,,,1/29/19 23:27,,Knits for Barbie doll 75 Fashions to knit by Nicky Epstein,259
449135586,44863,Jaclyn Smith Classic Women's Black Leather Skirt Size 8 Knee-Length EUC,39,1,TRUE,150102665,4116331643,TRUE,TRUE,63864,6,,FALSE,3/12/17 9:11,,,"Jaclyn Smith Classic

Black Leather Skirt Pre-owned

Knee-Length

Women's Size 8

100% leather
Lined
Invisible style zipper in the back with a button at the waist
No pockets
8-inch back walking slit
Narrow 1-inch waistband, no belt loops
100% l...",,0,,,2/7/19 8:15,,Jaclyn Smith Classic Women's Black Leather Skirt Size 8 Knee-Length EUC,
450893492,1319093,Butterick 5984 Misses' See & Sew Dress  Size B (12-14-16),6.49,1,TRUE,0,4133139086,TRUE,TRUE,28174,6,,FALSE,3/16/17 10:12,,,"This is an uncut and factory folded sewing pattern.

Copyright date is 1998

The envelope does show wear and tear consistent with the age of the pattern.

You will receive the pattern shown in the photo.

It is stored in archival sleeve.

If yo...",,0,,,2/10/19 4:38,,Butterick 5984 Misses' See & Sew Dress  Size B (12-14-16),269
453787165,1319093,Simplicity 6207 Vintage Wardrobe for 8 Inch Dolls such as Penny Brite,7.99,1,TRUE,129291398,4165062541,TRUE,TRUE,28174,6,,FALSE,3/23/17 10:03,,,"This is used sewing pattern.

All pieces and instructions are counted and included

Copyright date is 1965.

The envelope does show wear and tear consistent with the age of the pattern.

You will receive the pattern shown in the photo.

It is s...",,0,,,2/17/19 21:42,,Simplicity 6207 Vintage Wardrobe for 8 Inch Dolls such as Penny Brite,275
455394439,2401509,Thornbury Ornamental Metal Garden Window Trellis  ETA3/15/19,126.95,1,FALSE,444139531,4190175268,TRUE,TRUE,180993,6,,FALSE,3/28/17 10:09,,,"Our attention-getting garden trellis adds the perfect European architectural accent as it dresses up and adds unexpected beauty to even a plain window! Create a dream-like setting with our high-quality, 3 1/2 foot high trellis of 7/8"" tubular s...",,0,,,2/14/19 21:00,,Thornbury Ornamental Metal Garden Window Trellis  ETA3/15/19,
456599207,3132064,"United States Border Patrol Patch Green, Department of Homeland security",18.99,1,TRUE,442531491,4209505842,TRUE,TRUE,395,6,,FALSE,3/31/17 23:48,,,"United States Border Patrol Patch

Authentic Police

Color, Black border with green

Patch Size : Approx 3""

Condition:( Unused )

Glue on backing.

All items are Sold As Is

Please Check the Scanned Pictures for better detail before buying

Pa...",,0,,,2/27/19 10:16,,"United States Border Patrol Patch Green, Department of Homeland security",
458818882,1319093,Butterick 3928 Misses' Heirloom Style Nightgowns  Sizes XS-S-M,7.99,1,TRUE,331586087,4240767694,TRUE,TRUE,28174,6,,FALSE,4/7/17 10:55,,,"This is an uncut and factory folded sewing pattern.

Copyright is 2003

The envelope does show wear and tear

consistent with the age of the pattern

You will receive the pattern shown in the photos.

It is stored in archival sleeve.

If you ha...",,0,,,2/16/19 17:31,,Butterick 3928 Misses' Heirloom Style Nightgowns  Sizes XS-S-M,285
459714723,1319093,Simplicity 9153 Misses' Easy to Sew Pull Over V-Necked Dress  Size AA (PT-LG) ,10.99,1,TRUE,102461009,4255708344,TRUE,TRUE,28174,6,,FALSE,4/10/17 9:33,,,"This is a used sewing pattern.

All pieces and instructions are counted and included.

Pattern cut out as size large thus all sizes available

The envelope does show signs of

wear and tear consistent with the age of the pattern.

Envelope flap...",,0,,,2/17/19 21:02,,Simplicity 9153 Misses' Easy to Sew Pull Over V-Necked Dress  Size AA (PT-LG) ,286
460701876,1319093,McCall's 8378 Raggedy Ann and Andy Stuffed Dolls with Clothes 36 inches  CUT,14.99,1,TRUE,223637376,4268201810,TRUE,TRUE,28174,6,,FALSE,4/13/17 10:13,,,"This is a used sewing pattern.

All pieces and instructions are counted included.

Transfers for face are included but have been used it appears

The envelope does show signs of shelf

wear and tear consistent with the age of the pattern.

Copy...",,0,,,2/24/19 15:02,,McCall's 8378 Raggedy Ann and Andy Stuffed Dolls with Clothes 36 inches  CUT,292
462138609,1319093,Butterick B4669  Misses' Making History Corsets Size EE (14-20),11.99,1,TRUE,150102665,4287375838,TRUE,TRUE,28174,6,,FALSE,4/18/17 14:43,,,"This is an uncut and factory folded sewing pattern.

Copyright date is 2005.

The envelope does show some wear and tear consistent with the age of the pattern.

You will receive the pattern shown in the photo.

It is stored in archival sleeve.
...",,0,,,2/17/19 7:09,,Butterick B4669  Misses' Making History Corsets Size EE (14-20),294
462894385,63191,Hot Wheels - Hot Seat: 1998 First Editions #13/40 - Collector #648 *White*,3.5,1,FALSE,252563674,4297351789,TRUE,TRUE,180506,6,,FALSE,4/20/17 18:43,,,"Product Title: HOT SEAT
Manufacturer: Hot Wheels
Series: 1998 First Editions
Year Released: 1998
Condition: Brand new with the following flaws: Slight shelf wear to bottom corners of card
Description: White, w/Black lid steering wheel, Black Ho...",,0,,,2/8/19 6:57,,Hot Wheels - Hot Seat: 1998 First Editions #13/40 - Collector #648 *White*,
466716933,1319093,Simplicity 4703 Men's Western Style Yoked Button Front Shirts  Neck size 15,7.99,1,TRUE,0,4344040405,TRUE,TRUE,28174,6,,FALSE,5/2/17 17:15,,,"This is an uncut and factory folded sewing pattern.

Copyright is not listed

The envelope does show wear and tear

consistent with the age of the pattern

You will receive the pattern shown in the photos.

It is stored in archival sleeve.

If ...",,0,,,1/30/19 10:22,,Simplicity 4703 Men's Western Style Yoked Button Front Shirts  Neck size 15,304
